Date,Amount,Category
2020-10-26,5468,Food
2020-10-27,15.9,Social Life
2020-10-27,4561,Cash
2020-10-28,15.5,Social Life
2020-10-29,21.4,Social Life
2020-10-29,427,Allowance
2020-10-30,23.2,Social Life
2020-10-30,9096,Gift
2020-10-31,26.8,Social Life
2020-10-31,6949,Salary
2020-11-01,23.9,Social Life
2020-11-01,5836,Education
2020-11-02,19.1,Social Life
2020-11-02,1595,Salary
2020-11-03,15.2,Social Life
2020-11-03,9968,Transportation
2020-11-04,14.9,Social Life
2020-11-04,4545,Allowance
2020-11-05,21.3,Social Life
2020-11-05,4839,Education
2020-11-06,25.4,Social Life
2020-11-06,9560,Food
2020-11-07,28.7,Social Life
2020-11-07,1412,Allowance
2020-11-08,32.3,Social Life
2020-11-08,3287,Transportation
2020-11-09,25.7,Social Life
2020-11-09,8199,Other
2020-11-10,19,Social Life
2020-11-10,5772,Salary
2020-11-11,19.4,Social Life
2020-11-11,9253,Beauty
2020-11-12,15,Social Life
2020-11-12,9331,Apparel
2020-11-13,16.5,Social Life
2020-11-13,5088,Cash
2020-11-14,16.3,Social Life
2020-11-14,7268,Food
2020-11-15,28.9,Social Life
2020-11-15,2018,Allowance
2020-11-16,27.4,Social Life
2020-11-16,1473,Other
2020-11-17,32.9,Social Life
2020-11-17,6332,Gift
2020-11-18,27,Social Life
2020-11-18,8186,Cash
2020-11-19,23.7,Social Life
2020-11-19,9612,Food
2020-11-20,22.8,Social Life
2020-11-20,4553,Education
2020-11-21,16.5,Social Life
2020-11-21,8622,Education
2020-11-22,14,Social Life
2020-11-22,7365,Household
2020-11-23,18,Social Life
2020-11-23,3125,Food
2020-11-24,28.2,Social Life
2020-11-24,1617,Cash
2020-11-25,32.8,Social Life
2020-11-25,2583,Gift
2020-11-26,28,Social Life
2020-11-26,6272,Beauty
2020-11-27,22.2,Social Life
2020-11-28,21.8,Social Life
2020-11-28,2401,Education
2020-11-29,18.7,Social Life
2020-11-29,511,Salary
2020-11-30,25.5,Social Life
2020-11-30,9740,Apparel
2020-12-01,27.6,Social Life
2020-12-01,500,Beauty
2020-12-02,16.5,Social Life
2020-12-02,2008,Other
2020-12-03,15.9,Social Life
2020-12-03,4979,Household
2020-12-04,16.8,Social Life
2020-12-04,4480,Food
2020-12-05,17.9,Social Life
2020-12-05,5509,Gift
2020-12-06,23.1,Social Life
2020-12-06,8026,Salary
2020-12-07,22.8,Social Life
2020-12-07,8784,Household
2020-12-08,24.2,Social Life
2020-12-08,785,Allowance
2020-12-09,27.7,Social Life
2020-12-09,9741,Salary
2020-12-10,21.3,Social Life
2020-12-10,7218,Salary
2020-12-11,23.5,Social Life
2020-12-11,1268,Other
2020-12-12,17.9,Social Life
2020-12-12,5778,Cash
2020-12-13,24.2,Social Life
2020-12-13,4668,Salary
2020-12-14,20,Social Life
2020-12-14,8823,Cash
2020-12-15,23.7,Social Life
2020-12-15,5095,Salary
2020-12-16,27,Social Life
2020-12-16,1071,Gift
2020-12-17,24.6,Social Life
2020-12-17,9628,Household
2020-12-18,25,Social Life
2020-12-18,3912,Salary
2020-12-19,20,Social Life
2020-12-19,5673,Transportation
2020-12-20,22.7,Social Life
2020-12-20,9995,Allowance
2020-12-21,22.6,Social Life
2020-12-21,4439,Cash
2020-12-22,29.2,Social Life
2020-12-22,3363,Apparel
2020-12-23,27.8,Social Life
2020-12-23,942,Allowance
2020-12-24,26.5,Social Life
2020-12-24,1861,Household
2020-12-25,18.9,Social Life
2020-12-25,4826,Household
2020-12-26,23.2,Social Life
2020-12-26,597,Food
2020-12-27,24.2,Social Life
2020-12-27,1772,Food
2020-12-28,28.1,Social Life
2020-12-29,30.3,Social Life
2020-12-29,988,Beauty
2020-12-30,25.6,Social Life
2020-12-30,3197,Other
2020-12-31,7811,Allowance
2021-01-01,20.7,Social Life
2021-01-01,557,Allowance
2021-01-02,19.6,Social Life
2021-01-02,3964,Other
2021-01-03,21.7,Social Life
2021-01-03,9147,Cash
2021-01-04,28,Social Life
2021-01-04,7121,Cash
2021-01-05,21.3,Social Life
2021-01-06,21.4,Social Life
2021-01-06,8285,Salary
2021-01-07,21.4,Social Life
2021-01-07,4874,Education
2021-01-08,22.6,Social Life
2021-01-08,2854,Cash
2021-01-09,21.7,Social Life
2021-01-09,7282,Cash
2021-01-10,21.8,Social Life
2021-01-11,19.8,Social Life
2021-01-11,2121,Apparel
2021-01-12,30.4,Social Life
2021-01-12,2861,Apparel
2021-01-13,36,Social Life
2021-01-13,3784,Allowance
2021-01-14,42.2,Social Life
2021-01-14,1685,Beauty
2021-01-15,21.1,Social Life
2021-01-15,4188,Other
2021-01-16,20,Social Life
2021-01-16,2839,Allowance
2021-01-17,18.4,Social Life
2021-01-17,4468,Other
2021-01-18,19.1,Social Life
2021-01-18,4168,Allowance
2021-01-19,19.3,Social Life
2021-01-19,663,Beauty
2021-01-20,18.8,Social Life
2021-01-20,4328,Beauty
2021-01-21,22.8,Social Life
2021-01-22,20,Social Life
2021-01-22,7642,Household
2021-01-23,21.9,Social Life
2021-01-23,8140,Apparel
2021-01-24,20.1,Social Life
2021-01-24,5823,Gift
2021-01-25,23.2,Social Life
2021-01-25,1869,Salary
2021-01-26,34.5,Social Life
2021-01-26,8431,Household
2021-01-27,22.1,Social Life
2021-01-27,4607,Household
2021-01-28,21.6,Social Life
2021-01-28,8379,Transportation
2021-01-29,30,Social Life
2021-01-30,34,Social Life
2021-01-30,7184,Education
2021-01-31,22.2,Social Life
2021-01-31,3562,Food
2021-02-01,19.6,Social Life
2021-02-01,6006,Allowance
2021-02-02,25.4,Social Life
2021-02-03,37.1,Social Life
2021-02-03,4899,Food
2021-02-04,30.2,Social Life
2021-02-04,3327,Salary
2021-02-05,29.1,Social Life
2021-02-05,6276,Gift
2021-02-06,21.1,Social Life
2021-02-07,19.1,Social Life
2021-02-07,6321,Salary
2021-02-08,22.2,Social Life
2021-02-08,6626,Gift
2021-02-09,24.4,Social Life
2021-02-09,9904,Gift
2021-02-10,20.3,Social Life
2021-02-11,28,Social Life
2021-02-11,667,Food
2021-02-12,32.2,Social Life
2021-02-12,4249,Apparel
2021-02-13,23.4,Social Life
2021-02-13,5031,Transportation
2021-02-14,21.4,Social Life
2021-02-14,4990,Food
2021-02-15,33.5,Social Life
2021-02-16,18.6,Social Life
2021-02-16,8393,Apparel
2021-02-17,19.2,Social Life
2021-02-17,1854,Salary
2021-02-18,21.1,Social Life
2021-02-18,8004,Cash
2021-02-19,29.5,Social Life
2021-02-20,25.7,Social Life
2021-02-20,4400,Apparel
2021-02-21,32.4,Social Life
2021-02-21,2831,Apparel
2021-02-22,28.5,Social Life
2021-02-22,2458,Education
2021-02-23,20.6,Social Life
2021-02-23,7876,Transportation
2021-02-24,25.2,Social Life
2021-02-24,3917,Beauty
2021-02-25,20.8,Social Life
2021-02-25,4132,Salary
2021-02-26,17.5,Social Life
2021-02-26,4339,Beauty
2021-02-27,20.1,Social Life
2021-02-27,7291,Household
2021-02-28,22.4,Social Life
2021-02-28,2351,Beauty
2021-03-01,24,Social Life
2021-03-01,1147,Gift
2021-03-02,21,Social Life
2021-03-02,8159,Food
2021-03-03,26.8,Social Life
2021-03-03,3747,Salary
2021-03-04,17.7,Social Life
2021-03-04,5308,Salary
2021-03-05,19.2,Social Life
2021-03-05,971,Apparel
2021-03-06,19.1,Social Life
2021-03-06,4012,Beauty
2021-03-07,26.4,Social Life
2021-03-08,29.7,Social Life
2021-03-08,8615,Food
2021-03-09,30.2,Social Life
2021-03-09,1735,Other
2021-03-10,33,Social Life
2021-03-10,6854,Allowance
2021-03-11,33.3,Social Life
2021-03-11,9678,Apparel
2021-03-12,33,Social Life
2021-03-12,3334,Education
2021-03-13,36.1,Social Life
2021-03-13,3906,Other
2021-03-14,34,Social Life
2021-03-14,1786,Beauty
2021-03-15,34.7,Social Life
2021-03-16,20.4,Social Life
2021-03-16,5345,Apparel
2021-03-17,19.4,Social Life
2021-03-17,4004,Gift
2021-03-18,21.3,Social Life
2021-03-18,7631,Apparel
2021-03-19,26.8,Social Life
2021-03-19,9601,Allowance
2021-03-20,28.5,Social Life
2021-03-20,3191,Other
2021-03-21,25.6,Social Life
2021-03-21,6944,Salary
2021-03-22,28.6,Social Life
2021-03-22,7660,Cash
2021-03-23,32.5,Social Life
2021-03-23,2089,Other
2021-03-24,18.7,Social Life
2021-03-24,8095,Other
2021-03-25,23.2,Social Life
2021-03-25,6861,Salary
2021-03-26,23.7,Social Life
2021-03-26,6529,Gift
2021-03-27,27.2,Social Life
2021-03-27,644,Beauty
2021-03-28,23.5,Social Life
2021-03-28,4552,Transportation
2021-03-29,19,Social Life
2021-03-29,9923,Allowance
2021-03-30,22.6,Social Life
2021-03-30,1870,Cash
2021-03-31,30.1,Social Life
2021-03-31,5816,Food
2021-04-01,23.3,Social Life
2021-04-01,8143,Other
2021-04-02,19.7,Social Life
2021-04-02,6547,Transportation
2021-04-03,22.3,Social Life
2021-04-03,9727,Gift
2021-04-04,21.6,Social Life
2021-04-05,23.5,Social Life
2021-04-05,8800,Apparel
2021-04-06,22.6,Social Life
2021-04-06,4094,Beauty
2021-04-07,24,Social Life
2021-04-07,1786,Other
2021-04-08,22.9,Social Life
2021-04-08,1381,Gift
2021-04-09,22.4,Social Life
2021-04-09,66,Apparel
2021-04-10,28.8,Social Life
2021-04-10,580,Beauty
2021-04-11,30,Social Life
2021-04-11,7623,Education
2021-04-12,32.4,Social Life
2021-04-12,3494,Beauty
2021-04-13,33.8,Social Life
2021-04-13,937,Transportation
2021-04-14,26.8,Social Life
2021-04-14,7855,Household
2021-04-15,18.6,Social Life
2021-04-15,3808,Beauty
2021-04-16,17,Social Life
2021-04-16,773,Transportation
2021-04-17,15.3,Social Life
2021-04-17,3873,Salary
2021-04-18,15.3,Social Life
2021-04-18,3029,Beauty
2021-04-19,16.8,Social Life
2021-04-20,16,Social Life
2021-04-21,16.6,Social Life
2021-04-21,7348,Beauty
2021-04-22,17.2,Social Life
2021-04-22,2255,Other
2021-04-23,21.5,Social Life
2021-04-23,2383,Education
2021-04-24,19.7,Social Life
2021-04-24,7264,Cash
2021-04-25,19.8,Social Life
2021-04-26,21.2,Social Life
2021-04-26,4617,Allowance
2021-04-27,23.7,Social Life
2021-04-27,2513,Allowance
2021-04-28,23.9,Social Life
2021-04-28,8026,Other
2021-04-29,25.6,Social Life
2021-04-29,2214,Transportation
2021-04-30,24.7,Social Life
2021-04-30,3043,Apparel
2021-05-01,20.2,Social Life
2021-05-01,1992,Cash
2021-05-02,23.5,Social Life
2021-05-03,22.2,Social Life
2021-05-03,1951,Allowance
2021-05-04,24.5,Social Life
2021-05-04,5765,Salary
2021-05-05,25.5,Social Life
2021-05-05,89,Household
2021-05-06,18.8,Social Life
2021-05-06,3066,Education
2021-05-07,18,Social Life
2021-05-07,6381,Transportation
2021-05-08,14.9,Social Life
2021-05-08,167,Other
2021-05-09,18.3,Social Life
2021-05-09,711,Transportation
2021-05-10,19.2,Social Life
2021-05-10,6862,Salary
2021-05-11,18.9,Social Life
2021-05-11,2926,Other
2021-05-12,19.2,Social Life
2021-05-12,9987,Other
2021-05-13,21.5,Social Life
2021-05-13,5112,Education
2021-05-14,18,Social Life
2021-05-14,3517,Education
2021-05-15,13.1,Social Life
2021-05-15,8186,Food
2021-05-16,14.9,Social Life
2021-05-16,9524,Education
2021-05-17,15.2,Social Life
2021-05-17,4141,Apparel
2021-05-18,13.5,Social Life
2021-05-18,5619,Household
2021-05-19,15.2,Social Life
2021-05-19,7189,Apparel
2021-05-20,14.2,Social Life
2021-05-20,9089,Allowance
2021-05-21,14.6,Social Life
2021-05-21,2497,Allowance
2021-05-22,16,Social Life
2021-05-22,4679,Education
2021-05-23,15.1,Social Life
2021-05-23,8398,Gift
2021-05-24,15.6,Social Life
2021-05-24,1612,Gift
2021-05-25,17.5,Social Life
2021-05-25,5259,Salary
2021-05-26,18.8,Social Life
2021-05-26,4233,Apparel
2021-05-27,20.4,Social Life
2021-05-27,2166,Apparel
2021-05-28,20.3,Social Life
2021-05-29,19.1,Social Life
2021-05-29,6470,Beauty
2021-05-30,14.9,Social Life
2021-05-30,1570,Gift
2021-05-31,14.6,Social Life
2021-05-31,2763,Cash
2021-06-01,13.7,Social Life
2021-06-01,3689,Cash
2021-06-02,13,Social Life
2021-06-02,9191,Salary
2021-06-03,13.4,Social Life
2021-06-03,3292,Food
2021-06-04,12.7,Social Life
2021-06-04,8592,Household
2021-06-05,14.2,Social Life
2021-06-05,3203,Education
2021-06-06,13.7,Social Life
2021-06-06,1239,Other
2021-06-07,12.7,Social Life
2021-06-07,7880,Education
2021-06-08,14.1,Social Life
2021-06-08,1534,Food
2021-06-09,12.8,Social Life
2021-06-09,7577,Cash
2021-06-10,17.1,Social Life
2021-06-10,3250,Apparel
2021-06-11,14,Social Life
2021-06-11,7670,Household
2021-06-12,14.5,Social Life
2021-06-12,8590,Transportation
2021-06-13,15.7,Social Life
2021-06-13,3694,Food
2021-06-14,14.1,Social Life
2021-06-14,3094,Gift
2021-06-15,13.7,Social Life
2021-06-15,4323,Beauty
2021-06-16,13.3,Social Life
2021-06-16,5870,Beauty
2021-06-17,13.4,Social Life
2021-06-17,8925,Salary
2021-06-18,11.9,Social Life
2021-06-18,6681,Allowance
2021-06-19,13.6,Social Life
2021-06-19,7098,Household
2021-06-20,13.3,Social Life
2021-06-20,8658,Apparel
2021-06-21,12.2,Social Life
2021-06-21,2898,Household
2021-06-22,10.8,Social Life
2021-06-23,13,Social Life
2021-06-23,7748,Household
2021-06-24,14.1,Social Life
2021-06-24,4799,Salary
2021-06-25,14.4,Social Life
2021-06-25,5546,Food
2021-06-26,13.3,Social Life
2021-06-26,253,Other
2021-06-27,15.7,Social Life
2021-06-27,1037,Other
2021-06-28,15.6,Social Life
2021-06-28,4924,Beauty
2021-06-29,19.3,Social Life
2021-06-29,7171,Cash
2021-06-30,16.3,Social Life
2021-06-30,4295,Food
2021-07-01,19.4,Social Life
2021-07-01,9228,Apparel
2021-07-02,17.7,Social Life
2021-07-02,1711,Salary
2021-07-03,16.9,Social Life
2021-07-03,8743,Transportation
2021-07-04,14.4,Social Life
2021-07-04,7868,Education
2021-07-05,14.3,Social Life
2021-07-05,927,Household
2021-07-06,13,Social Life
2021-07-06,8809,Other
2021-07-07,12.3,Social Life
2021-07-07,3553,Education
2021-07-08,12.8,Social Life
2021-07-08,1966,Apparel
2021-07-09,12.7,Social Life
2021-07-09,579,Gift
2021-07-10,10.8,Social Life
2021-07-10,1902,Education
2021-07-11,14.6,Social Life
2021-07-11,9542,Cash
2021-07-12,13.3,Social Life
2021-07-12,1960,Salary
2021-07-13,12.7,Social Life
2021-07-13,9432,Cash
2021-07-14,12.9,Social Life
2021-07-14,5511,Apparel
2021-07-15,15.7,Social Life
2021-07-15,4894,Cash
2021-07-16,11.4,Social Life
2021-07-16,3638,Household
2021-07-17,12,Social Life
2021-07-18,12.2,Social Life
2021-07-18,4200,Allowance
2021-07-19,11.8,Social Life
2021-07-19,5163,Other
2021-07-20,13.1,Social Life
2021-07-20,7673,Household
2021-07-21,15.5,Social Life
2021-07-21,3461,Cash
2021-07-22,11.3,Social Life
2021-07-22,9436,Apparel
2021-07-23,12,Social Life
2021-07-23,8039,Other
2021-07-24,12.8,Social Life
2021-07-24,3591,Beauty
2021-07-25,11.6,Social Life
2021-07-25,525,Other
2021-07-26,12.4,Social Life
2021-07-26,1569,Food
2021-07-27,12.6,Social Life
2021-07-27,8671,Beauty
2021-07-28,17.4,Social Life
2021-07-28,4046,Transportation
2021-07-29,13.4,Social Life
2021-07-29,2820,Apparel
2021-07-30,11.3,Social Life
2021-07-30,6294,Apparel
2021-07-31,12.1,Social Life
2021-07-31,1683,Allowance
2021-08-01,12.7,Social Life
2021-08-01,353,Other
2021-08-02,12.5,Social Life
2021-08-02,8688,Salary
2021-08-03,13.2,Social Life
2021-08-04,17.1,Social Life
2021-08-04,3710,Food
2021-08-05,15.9,Social Life
2021-08-05,6332,Allowance
2021-08-06,15,Social Life
2021-08-07,13.2,Social Life
2021-08-07,6853,Beauty
2021-08-08,12.6,Social Life
2021-08-08,503,Apparel
2021-08-09,11.8,Social Life
2021-08-09,4975,Beauty
2021-08-10,12,Social Life
2021-08-10,417,Transportation
2021-08-11,14,Social Life
2021-08-12,13.7,Social Life
2021-08-12,9321,Transportation
2021-08-13,16.1,Social Life
2021-08-13,1909,Transportation
2021-08-14,19.8,Social Life
2021-08-14,7659,Other
2021-08-15,15.7,Social Life
2021-08-15,5401,Apparel
2021-08-16,13.2,Social Life
2021-08-16,7996,Cash
2021-08-17,13.6,Social Life
2021-08-17,2083,Food
2021-08-18,13.5,Social Life
2021-08-18,1312,Other
2021-08-19,11.7,Social Life
2021-08-19,3846,Gift
2021-08-20,11.4,Social Life
2021-08-21,15.4,Social Life
2021-08-21,7783,Household
2021-08-22,17.4,Social Life
2021-08-22,8287,Cash
2021-08-23,15.3,Social Life
2021-08-23,7116,Education
2021-08-24,16.7,Social Life
2021-08-24,8063,Beauty
2021-08-25,16.5,Social Life
2021-08-25,676,Apparel
2021-08-26,15.3,Social Life
2021-08-27,18.8,Social Life
2021-08-27,569,Allowance
2021-08-28,15.3,Social Life
2021-08-28,9274,Gift
2021-08-29,15.6,Social Life
2021-08-29,3606,Allowance
2021-08-30,18.7,Social Life
2021-08-30,770,Transportation
2021-08-31,17.4,Social Life
2021-08-31,8476,Household
2021-09-01,12.6,Social Life
2021-09-01,1799,Gift
2021-09-02,12.9,Social Life
2021-09-02,3009,Household
2021-09-03,13.5,Social Life
2021-09-03,9526,Education
2021-09-04,13.6,Social Life
2021-09-04,2446,Beauty
2021-09-05,13.7,Social Life
2021-09-05,5158,Transportation
2021-09-06,15.1,Social Life
2021-09-06,2739,Food
2021-09-07,14.3,Social Life
2021-09-07,8059,Food
2021-09-08,21.3,Social Life
2021-09-08,8573,Allowance
2021-09-09,21.5,Social Life
2021-09-09,541,Beauty
2021-09-10,23.2,Social Life
2021-09-10,9295,Apparel
2021-09-11,15.3,Social Life
2021-09-11,8558,Household
2021-09-12,19.1,Social Life
2021-09-12,2422,Apparel
2021-09-13,15.3,Social Life
2021-09-13,7255,Transportation
2021-09-14,14.8,Social Life
2021-09-14,2169,Apparel
2021-09-15,15.6,Social Life
2021-09-15,8627,Other
2021-09-16,14.6,Social Life
2021-09-16,1416,Allowance
2021-09-17,14.7,Social Life
2021-09-18,13.7,Social Life
2021-09-18,8772,Food
2021-09-19,13.6,Social Life
2021-09-19,9679,Food
2021-09-20,13.5,Social Life
2021-09-20,1211,Other
2021-09-21,14.6,Social Life
2021-09-21,477,Cash
2021-09-22,15.6,Social Life
2021-09-22,599,Beauty
2021-09-23,20.7,Social Life
2021-09-23,605,Apparel
2021-09-24,25.1,Social Life
2021-09-24,6400,Transportation
2021-09-25,19.7,Social Life
2021-09-25,9036,Gift
2021-09-26,12.5,Social Life
2021-09-26,3812,Education
2021-09-27,14.1,Social Life
2021-09-27,6825,Household
2021-09-28,13.3,Social Life
2021-09-28,8941,Other
2021-09-29,14.7,Social Life
2021-09-29,5872,Household
2021-09-30,20.5,Social Life
2021-09-30,8070,Beauty
2021-10-01,21.8,Social Life
2021-10-01,6769,Education
2021-10-02,16.2,Social Life
2021-10-03,25.8,Social Life
2021-10-03,1647,Gift
2021-10-04,26.6,Social Life
2021-10-04,4007,Household
2021-10-05,19.4,Social Life
2021-10-05,3345,Beauty
2021-10-06,21.1,Social Life
2021-10-06,1584,Education
2021-10-07,20.2,Social Life
2021-10-07,7235,Household
2021-10-08,20.9,Social Life
2021-10-08,4995,Beauty
2021-10-09,18.1,Social Life
2021-10-09,300,Salary
2021-10-10,26.3,Social Life
2021-10-10,6703,Household
2021-10-11,19.2,Social Life
2021-10-11,608,Salary
2021-10-12,16.1,Social Life
2021-10-12,4411,Food
2021-10-13,17.9,Social Life
2021-10-14,21.1,Social Life
2021-10-14,4772,Household
2021-10-15,25.7,Social Life
2021-10-15,2641,Salary
2021-10-16,23.7,Social Life
2021-10-16,522,Allowance
2021-10-17,19.7,Social Life
2021-10-17,4992,Household
2021-10-18,16.8,Social Life
2021-10-18,6413,Salary
2021-10-19,14.3,Social Life
2021-10-20,14.2,Social Life
2021-10-20,5424,Apparel
2021-10-21,20.5,Social Life
2021-10-21,7952,Apparel
2021-10-22,22.2,Social Life
2021-10-22,2228,Other
2021-10-23,15.4,Social Life
2021-10-23,8938,Cash
2021-10-24,17.2,Social Life
2021-10-25,18,Social Life
2021-10-25,4886,Other
2021-10-26,20.5,Social Life
2021-10-26,7639,Other
2021-10-27,23.8,Social Life
2021-10-27,498,Other
2021-10-28,24.1,Social Life
2021-10-28,5705,Transportation
2021-10-29,25.8,Social Life
2021-10-29,2833,Household
2021-10-30,19.4,Social Life
2021-10-30,4278,Household
2021-10-31,18.3,Social Life
2021-10-31,2119,Apparel
2021-11-01,22.3,Social Life
2021-11-02,17.4,Social Life
2021-11-02,9090,Salary
2021-11-03,20.2,Social Life
2021-11-03,3639,Other
2021-11-04,27.5,Social Life
2021-11-04,1897,Education
2021-11-05,23.9,Social Life
2021-11-05,8098,Gift
2021-11-06,22.8,Social Life
2021-11-06,4070,Cash
2021-11-07,22.7,Social Life
2021-11-07,7408,Beauty
2021-11-08,21.5,Social Life
2021-11-08,5165,Beauty
2021-11-09,21.9,Social Life
2021-11-09,3832,Cash
2021-11-10,30.3,Social Life
2021-11-10,4958,Gift
2021-11-11,17.7,Social Life
2021-11-11,8530,Beauty
2021-11-12,26.8,Social Life
2021-11-12,3323,Cash
2021-11-13,28.3,Social Life
2021-11-14,24.2,Social Life
2021-11-15,18.2,Social Life
2021-11-15,7868,Transportation
2021-11-16,21.8,Social Life
2021-11-16,5071,Cash
2021-11-17,17.8,Social Life
2021-11-17,5505,Education
2021-11-18,16.1,Social Life
2021-11-18,1114,Apparel
2021-11-19,18.7,Social Life
2021-11-19,5230,Cash
2021-11-20,17.1,Social Life
2021-11-20,9642,Transportation
2021-11-21,15.7,Social Life
2021-11-21,3748,Food
2021-11-22,20.8,Social Life
2021-11-22,9609,Food
2021-11-23,26.2,Social Life
2021-11-23,7294,Other
2021-11-24,26.2,Social Life
2021-11-24,3565,Household
2021-11-25,21.3,Social Life
2021-11-25,110,Allowance
2021-11-26,20.5,Social Life
2021-11-27,20.7,Social Life
2021-11-27,5990,Beauty
2021-11-28,19.9,Social Life
2021-11-28,3344,Other
2021-11-29,19.1,Social Life
2021-11-30,21.7,Social Life
2021-11-30,8491,Gift
2021-12-01,25.6,Social Life
2021-12-01,6304,Transportation
2021-12-02,23.4,Social Life
2021-12-02,4250,Salary
2021-12-03,26.6,Social Life
2021-12-03,3052,Cash
2021-12-04,23.5,Social Life
2021-12-05,25,Social Life
2021-12-05,9904,Other
2021-12-06,25.8,Social Life
2021-12-06,8078,Salary
2021-12-07,28.1,Social Life
2021-12-07,8905,Allowance
2021-12-08,27.8,Social Life
2021-12-08,1481,Education
2021-12-09,23.2,Social Life
2021-12-09,4142,Salary
2021-12-10,21,Social Life
2021-12-10,9894,Beauty
2021-12-11,21.1,Social Life
2021-12-11,4651,Gift
2021-12-12,18.3,Social Life
2021-12-12,8506,Food
2021-12-13,19.6,Social Life
2021-12-13,6128,Salary
2021-12-14,22.2,Social Life
2021-12-14,9764,Salary
2021-12-15,30.6,Social Life
2021-12-15,9270,Household
2021-12-16,23.1,Social Life
2021-12-16,1942,Beauty
2021-12-17,18.4,Social Life
2021-12-17,8910,Cash
2021-12-18,22.4,Social Life
2021-12-18,2046,Other
2021-12-19,30.9,Social Life
2021-12-19,1056,Salary
2021-12-20,25.2,Social Life
2021-12-20,6706,Apparel
2021-12-21,21.4,Social Life
2021-12-21,9729,Transportation
2021-12-22,20.4,Social Life
2021-12-22,3519,Household
2021-12-23,18.7,Social Life
2021-12-23,400,Allowance
2021-12-24,22,Social Life
2021-12-25,26.6,Social Life
2021-12-26,20.4,Social Life
2021-12-26,8343,Transportation
2021-12-27,18.5,Social Life
2021-12-27,6706,Household
2021-12-28,22.5,Social Life
2021-12-28,775,Food
2021-12-29,32.7,Social Life
2021-12-29,1891,Apparel
2021-12-30,27.8,Social Life
2021-12-30,2477,Salary
2021-12-31,19,Social Life
2022-01-01,21,Social Life
2022-01-01,4868,Education
2022-01-02,18.5,Social Life
2022-01-02,2170,Transportation
2022-01-03,22.2,Social Life
2022-01-04,23.3,Social Life
2022-01-04,4440,Transportation
2022-01-05,19.8,Social Life
2022-01-05,3442,Beauty
2022-01-06,24.7,Social Life
2022-01-06,5596,Transportation
2022-01-07,32.4,Social Life
2022-01-07,6019,Food
2022-01-08,20,Social Life
2022-01-08,9281,Salary
2022-01-09,18.2,Social Life
2022-01-09,6387,Other
2022-01-10,20.4,Social Life
2022-01-10,6495,Beauty
2022-01-11,25.5,Social Life
2022-01-12,24.4,Social Life
2022-01-12,6564,Other
2022-01-13,21.5,Social Life
2022-01-13,7472,Household
2022-01-14,32.4,Social Life
2022-01-14,7374,Allowance
2022-01-15,27.2,Social Life
2022-01-15,613,Beauty
2022-01-16,19.1,Social Life
2022-01-16,7709,Beauty
2022-01-17,19.7,Social Life
2022-01-17,4343,Cash
2022-01-18,21.3,Social Life
2022-01-18,7359,Other
2022-01-19,20.3,Social Life
2022-01-19,9431,Household
2022-01-20,21,Social Life
2022-01-20,4718,Other
2022-01-21,22.6,Social Life
2022-01-22,21.5,Social Life
2022-01-22,9954,Education
2022-01-23,24.2,Social Life
2022-01-23,8364,Household
2022-01-24,25,Social Life
2022-01-24,1941,Apparel
2022-01-25,20.6,Social Life
2022-01-25,2472,Apparel
2022-01-26,19.6,Social Life
2022-01-26,4885,Salary
2022-01-27,20,Social Life
2022-01-27,210,Household
2022-01-28,29.5,Social Life
2022-01-28,8453,Gift
2022-01-29,35.5,Social Life
2022-01-29,8373,Transportation
2022-01-30,21.1,Social Life
2022-01-30,8422,Apparel
2022-01-31,23.7,Social Life
2022-01-31,8243,Education
2022-02-01,33.7,Social Life
2022-02-01,4858,Gift
2022-02-02,21.8,Social Life
2022-02-02,3886,Salary
2022-02-03,21.2,Social Life
2022-02-03,1107,Beauty
2022-02-04,23.7,Social Life
2022-02-04,1458,Transportation
2022-02-05,26.4,Social Life
2022-02-05,9023,Transportation
2022-02-06,21.8,Social Life
2022-02-06,713,Beauty
2022-02-07,31.1,Social Life
2022-02-07,2422,Apparel
2022-02-08,38.3,Social Life
2022-02-08,1982,Household
2022-02-09,22.7,Social Life
2022-02-09,2398,Cash
2022-02-10,21.5,Social Life
2022-02-10,1102,Food
2022-02-11,20.8,Social Life
2022-02-11,9489,Salary
2022-02-12,30,Social Life
2022-02-12,4087,Cash
2022-02-13,34.5,Social Life
2022-02-13,7374,Cash
2022-02-14,36.5,Social Life
2022-02-14,9564,Education
2022-02-15,28.9,Social Life
2022-02-15,8562,Other
2022-02-16,27.2,Social Life
2022-02-16,8005,Gift
2022-02-17,25.5,Social Life
2022-02-17,5641,Food
2022-02-18,22.3,Social Life
2022-02-18,9991,Cash
2022-02-19,21.8,Social Life
2022-02-19,7731,Transportation
2022-02-20,22.4,Social Life
2022-02-20,5076,Transportation
2022-02-21,19.7,Social Life
2022-02-21,517,Food
2022-02-22,19.4,Social Life
2022-02-22,7177,Allowance
2022-02-23,18.5,Social Life
2022-02-23,6533,Other
2022-02-24,24,Social Life
2022-02-24,2159,Household
2022-02-25,25.8,Social Life
2022-02-25,1099,Food
2022-02-26,25.5,Social Life
2022-02-26,8399,Cash
2022-02-27,26.6,Social Life
2022-02-27,6644,Apparel
2022-02-28,34.5,Social Life
2022-03-01,21.1,Social Life
2022-03-01,1454,Beauty
2022-03-02,20.4,Social Life
2022-03-02,5488,Transportation
